ass1;ass2;pop
05.573;05.590;0.642733
05.573;05.591;0.0
05.573;05.592;0.0
05.573;05.593;0.344736
05.573;05.594;0.0
05.573;05.595;0.120156
05.573;05.596;0.324874
05.573;05.597;0.250166
05.573;05.598;0.108472
05.573;05.599;0.0
05.573;05.600;0.21765
05.573;05.601;0.0
05.573;05.604;0.261851
05.573;05.607;0.195327
05.573;05.611;0.60298
05.573;05.613;0.250166
05.573;05.614;0.446876
05.573;05.615;0.0
05.573;05.616;0.0536329
05.573;22.400;0.0
05.574;05.554;0.0
05.574;05.555;0.0
05.574;05.556;0.0
05.574;05.557;0.0
05.574;05.558;0.0536329
05.574;05.559;0.0
05.574;05.560;0.131209
05.574;05.561;0.0
05.574;05.562;0.0
05.574;05.563;0.0372705
05.574;05.564;0
05.574;05.565;0.0
05.574;05.566;0.0
05.574;05.567;0
05.574;05.568;0.131209
05.574;05.569;0.161178
05.574;05.570;0.0
05.574;05.571;0.256092
05.574;05.572;0.108472
05.574;05.573;0.0687822
05.574;05.574;0.0
05.574;05.575;0.0687822
05.574;05.576;0.499268
05.574;05.577;0.0
05.574;05.578;0.0
05.574;05.579;0.0960789
05.574;05.580;0.0
05.574;05.581;0.231283
05.574;05.582;0.267451
05.574;05.583;0.203042
05.574;05.584;0
05.574;05.585;0.195327
05.574;05.586;0.256092
05.574;05.587;0.256092
05.574;05.588;0.0
05.574;05.589;0.344736
05.574;05.590;0.131209
05.574;05.591;0.417269
05.574;05.592;0.203042
05.574;05.593;0.0
05.574;05.594;0.0
05.574;05.595;0.0
05.574;05.596;0.0
05.574;05.597;0.406364
05.574;05.598;0.18731
05.574;05.599;0.18731
05.574;05.600;0.0
05.574;05.601;0.231283
05.574;05.604;0.0
05.574;05.607;0.0
05.574;05.611;0.0687822
05.574;05.613;0.0
05.574;05.614;0.0960789
05.574;05.615;0.0
05.574;05.616;0.261851
05.574;22.400;0.0
05.575;05.554;0.272903
05.575;05.555;0.307466
05.575;05.556;0.348487
05.575;05.557;0.340915
05.575;05.558;0.397786
05.575;05.559;0.359344
05.575;05.560;0.316355
05.575;05.561;0.337021
05.575;05.562;0.333052
05.575;05.563;0.497483
05.575;05.564;0.437476
05.575;05.565;0.352171
05.575;05.566;0.41189
05.575;05.567;0.488315
05.575;05.568;0.419907
05.575;05.569;0.532046
05.575;05.570;0.455863
05.575;05.571;0.566777
05.575;05.572;0.640072
05.575;05.573;0.432608
05.575;05.574;0.0687822
05.575;05.575;0.0
05.575;05.576;0.0
05.575;05.577;0.0
05.575;05.578;0.0194835
05.575;05.579;0.141694
05.575;05.580;0.108472
05.575;05.581;0.18731
05.575;05.582;0.581561
05.575;05.583;0.161178
05.575;05.584;0.267451
05.575;05.585;0.631876
05.575;05.586;0.288436
05.575;05.587;0.178965
05.575;05.588;0.0
05.575;05.589;0.58857
05.575;05.590;0.558964
05.575;05.591;0.0
05.575;05.592;0.0
05.575;05.593;0.278213
05.575;05.594;0.0194835
05.575;05.595;0.0960789
05.575;05.596;0.18731
05.575;05.597;0.170265
05.575;05.598;0.0536329
05.575;05.599;0.0828858
05.575;05.600;0.161178
05.575;05.601;0.0
05.575;05.604;0.0960789
05.575;05.607;0.0194835
05.575;05.611;0.385758
05.575;05.613;0.359344
05.575;05.614;0.267451
05.575;05.615;0.0
05.575;05.616;0.0
05.575;22.400;0.0
05.576;05.554;0.0
05.576;05.555;0.0
05.576;05.556;0.0
05.576;05.557;0.0
05.576;05.558;0.0
05.576;05.559;0.0
05.576;05.560;0.0828858
05.576;05.561;0.0
05.576;05.562;0.0
05.576;05.563;0.0
05.576;05.564;0.0
05.576;05.565;0.0
05.576;05.566;0
05.576;05.567;0.0
05.576;05.568;0
05.576;05.569;0.141694
05.576;05.570;0
05.576;05.571;0.141694
05.576;05.572;0.0
05.576;05.573;0
05.576;05.574;0.499268
05.576;05.575;0.0
05.576;05.576;0.0
05.576;05.577;0.0
05.576;05.578;0.0
05.576;05.579;0.0
05.576;05.580;0.0
05.576;05.581;0.108472
05.576;05.582;0.210476
05.576;05.583;0.0194835
05.576;05.584;0.0194835
05.576;05.585;0.0960789
05.576;05.586;0.0
05.576;05.587;0.0
05.576;05.588;0.0
05.576;05.589;0.278213
05.576;05.590;0.0828858
05.576;05.591;0.250166
05.576;05.592;0.120156
05.576;05.593;0.0
05.576;05.594;0.0
05.576;05.595;0.0
05.576;05.596;0.0
05.576;05.597;0.476741
05.576;05.598;0.0687822
05.576;05.599;0.21765
05.576;05.600;0.0
05.576;05.601;0.131209
05.576;05.604;0.0
05.576;05.607;0.0
05.576;05.611;0.0536329
05.576;05.613;0.0
05.576;05.614;0.0828858
05.576;05.615;0.0
05.576;05.616;0.278213
05.576;22.400;0.0
05.577;05.554;0.0
05.577;05.555;0.0
05.577;05.556;0.0
05.577;05.557;0.0
05.577;05.558;0.0
05.577;05.559;0.0194835
05.577;05.560;0.0
05.577;05.561;0.0
05.577;05.562;0.0
05.577;05.563;0
05.577;05.564;0.0
05.577;05.565;0.0
05.577;05.566;0.0
05.577;05.567;0.0
05.577;05.568;0.0
05.577;05.569;0.0372705
05.577;05.570;0.0
05.577;05.571;0
05.577;05.572;0.0
05.577;05.573;0.0
05.577;05.574;0.0
05.577;05.575;0.0
05.577;05.576;0.0
05.577;05.577;0.0
05.577;05.578;0.376248
05.577;05.579;0.0
05.577;05.580;0.120156
05.577;05.581;0.0
05.577;05.582;0.0
05.577;05.583;0.0
05.577;05.584;0.151668
05.577;05.585;0.0
05.577;05.586;0.0
05.577;05.587;0.0
05.577;05.588;0.0
05.577;05.589;0.0960789
05.577;05.590;0.0
05.577;05.591;0.0
05.577;05.592;0.0
05.577;05.593;0.0194835
05.577;05.594;0.400686
05.577;05.595;0.0
05.577;05.596;0.0
05.577;05.597;0.0
05.577;05.598;0.0
05.577;05.599;0.0
05.577;05.600;0.0
05.577;05.601;0.0
05.577;05.604;0.108472
05.577;05.607;0.0687822
05.577;05.611;0.0
05.577;05.613;0.161178
05.577;05.614;0.0
05.577;05.615;0.0
05.577;05.616;0.0
05.577;22.400;0.0
05.578;05.554;0.0
05.578;05.555;0.0
05.578;05.556;0.0
05.578;05.557;0.0
05.578;05.558;0.0
05.578;05.559;0.0
05.578;05.560;0.0
05.578;05.561;0.0
05.578;05.562;0.0
05.578;05.563;0.0
05.578;05.564;0.0
05.578;05.565;0.0
05.578;05.566;0.0
05.578;05.567;0.0194835
05.578;05.568;0.0
05.578;05.569;0
05.578;05.570;0.0
05.578;05.571;0.0687822
05.578;05.572;0.0194835
05.578;05.573;0.0
05.578;05.574;0.0
05.578;05.575;0.0194835
05.578;05.576;0.0
05.578;05.577;0.376248
05.578;05.578;0.0
05.578;05.579;0.0
05.578;05.580;0.0828858
05.578;05.581;0.0
05.578;05.582;0.151668
05.578;05.583;0.0
05.578;05.584;0.151668
05.578;05.585;0.108472
05.578;05.586;0.0
05.578;05.587;0.0
05.578;05.588;0.0
05.578;05.589;0.178965
05.578;05.590;0.0
05.578;05.591;0.0
05.578;05.592;0.0
05.578;05.593;0.0
05.578;05.594;0.41189
05.578;05.595;0.0
05.578;05.596;0.0
05.578;05.597;0.0
05.578;05.598;0.0
05.578;05.599;0.0
05.578;05.600;0.0
05.578;05.601;0.0
05.578;05.604;0.0194835
05.578;05.607;0
05.578;05.611;0.0
05.578;05.613;0.131209
05.578;05.614;0
05.578;05.615;0.0
05.578;05.616;0.0
05.578;22.400;0.0
05.579;05.554;0.0
05.579;05.555;0.0
05.579;05.556;0.0
05.579;05.557;0.0
05.579;05.558;0.0
05.579;05.559;0.0
05.579;05.560;0.0
05.579;05.561;0.0
05.579;05.562;0.0
05.579;05.563;0
05.579;05.564;0.0
05.579;05.565;0.0
05.579;05.566;0.108472
05.579;05.567;0.0536329
05.579;05.568;0
05.579;05.569;0.0
05.579;05.570;0.0
05.579;05.571;0.203042
05.579;05.572;0.18731
05.579;05.573;0.0194835
05.579;05.574;0.0960789
05.579;05.575;0.141694
05.579;05.576;0.0
05.579;05.577;0.0
05.579;05.578;0.0
05.579;05.579;0.0
05.579;05.580;0.0
05.579;05.581;0.499268
05.579;05.582;0.302872
05.579;05.583;0.516313
05.579;05.584;0.108472
05.579;05.585;0.161178
05.579;05.586;0.278213
05.579;05.587;0.170265
05.579;05.588;0.0
05.579;05.589;0.333052
05.579;05.590;0.0372705
05.579;05.591;0
05.579;05.592;0.0
05.579;05.593;0.0
05.579;05.594;0.0
05.579;05.595;0.0
05.579;05.596;0.0
05.579;05.597;0.0687822
05.579;05.598;0.0
05.579;05.599;0.0
05.579;05.600;0.0
05.579;05.601;0.0828858
05.579;05.604;0.0
05.579;05.607;0.0
05.579;05.611;0.108472
05.579;05.613;0.0
05.579;05.614;0.0
05.579;05.615;0.0
05.579;05.616;0
05.579;22.400;0.0
05.580;05.554;0.0
05.580;05.555;0.0
05.580;05.556;0.0
05.580;05.557;0.0
05.580;05.558;0.0
05.580;05.559;0.0687822
05.580;05.560;0.0372705
05.580;05.561;0.0
05.580;05.562;0.0
05.580;05.563;0.0687822
05.580;05.564;0.0
05.580;05.565;0.0
05.580;05.566;0.0536329
05.580;05.567;0.0
05.580;05.568;0.0
05.580;05.569;0.0
05.580;05.570;0.0
05.580;05.571;0.250166
05.580;05.572;0.131209
05.580;05.573;0.0
05.580;05.574;0.0
05.580;05.575;0.108472
05.580;05.576;0.0
05.580;05.577;0.120156
05.580;05.578;0.0828858
05.580;05.579;0.0
05.580;05.580;0.0
05.580;05.581;0.0
05.580;05.582;0.195327
05.580;05.583;0.0
05.580;05.584;0.540935
05.580;05.585;0.120156
05.580;05.586;0.0
05.580;05.587;0.0
05.580;05.588;0.0372705
05.580;05.589;0.316355
05.580;05.590;0.0372705
05.580;05.591;0.0
05.580;05.592;0.0
05.580;05.593;0.195327
05.580;05.594;0.18731
05.580;05.595;0.0372705
05.580;05.596;0.0960789
05.580;05.597;0.0
05.580;05.598;0.0
05.580;05.599;0.0
05.580;05.600;0.0
05.580;05.601;0.0687822
05.580;05.604;0.231283
05.580;05.607;0.293362
05.580;05.611;0.0
05.580;05.613;0.509665
05.580;05.614;0
05.580;05.615;0.0
05.580;05.616;0.18731
05.580;22.400;0.0
05.581;05.554;0.0
05.581;05.555;0.0
05.581;05.556;0.0
05.581;05.557;0.0
05.581;05.558;0.0194835
05.581;05.559;0.0194835
05.581;05.560;0.0194835
05.581;05.561;0.0
05.581;05.562;0.0
05.581;05.563;0.0
05.581;05.564;0.0
05.581;05.565;0.0
05.581;05.566;0.0536329
05.581;05.567;0.0194835
05.581;05.568;0.0828858
05.581;05.569;0.0687822
05.581;05.570;0.0
05.581;05.571;0.210476
05.581;05.572;0.120156
05.581;05.573;0.0
05.581;05.574;0.231283
05.581;05.575;0.18731
05.581;05.576;0.108472
05.581;05.577;0.0
05.581;05.578;0.0
05.581;05.579;0.499268
05.581;05.580;0.0
05.581;05.581;0.0
05.581;05.582;0.170265
05.581;05.583;0.611368
05.581;05.584;0.161178
05.581;05.585;0.141694
05.581;05.586;0.329004
05.581;05.587;0.250166
05.581;05.588;0.0
05.581;05.589;0.320659
05.581;05.590;0.131209
05.581;05.591;0.0536329
05.581;05.592;0.0372705
05.581;05.593;0.0
05.581;05.594;0.0
05.581;05.595;0.0
05.581;05.596;0.0
05.581;05.597;0.231283
05.581;05.598;0.0687822
05.581;05.599;0.195327
05.581;05.600;0.0
05.581;05.601;0.18731
05.581;05.604;0.0
05.581;05.607;0.0
05.581;05.611;0.0372705
05.581;05.613;0.0
05.581;05.614;0.0960789
05.581;05.615;0.0
05.581;05.616;0.22458
05.581;22.400;0.0
05.582;05.554;0.0687822
05.582;05.555;0.283388
05.582;05.556;0.394845
05.582;05.557;0.267451
05.582;05.558;0.460213
05.582;05.559;0.41189
05.582;05.560;0.397786
05.582;05.561;0.18731
05.582;05.562;0.302872
05.582;05.563;0.511347
05.582;05.564;0.509665
05.582;05.565;0.382637
05.582;05.566;0.647091
05.582;05.567;0.524331
05.582;05.568;0.543814
05.582;05.569;0.548059
05.582;05.570;0.369653
05.582;05.571;0.656366
05.582;05.572;0.667592
05.582;05.573;0.571825
05.582;05.574;0.267451
05.582;05.575;0.581561
05.582;05.576;0.210476
05.582;05.577;0.0
05.582;05.578;0.151668
05.582;05.579;0.302872
05.582;05.580;0.195327
05.582;05.581;0.170265
05.582;05.582;0.0
05.582;05.583;0.0372705
05.582;05.584;0.470698
05.582;05.585;0.632803
05.582;05.586;0.462353
05.582;05.587;0.272903
05.582;05.588;0.0960789
05.582;05.589;0.718445
05.582;05.590;0.627176
05.582;05.591;0.178965
05.582;05.592;0.0687822
05.582;05.593;0.437476
05.582;05.594;0.0
05.582;05.595;0.267451
05.582;05.596;0.427622
05.582;05.597;0.464472
05.582;05.598;0.307466
05.582;05.599;0.293362
05.582;05.600;0.316355
05.582;05.601;0.267451
05.582;05.604;0.43013
05.582;05.607;0.340915
05.582;05.611;0.58857
05.582;05.613;0.482609
05.582;05.614;0.316355
05.582;05.615;0.0
05.582;05.616;0.210476
05.582;22.400;0.0
05.583;05.554;0.0
05.583;05.555;0.0
05.583;05.556;0
05.583;05.557;0.0
05.583;05.558;0.0
05.583;05.559;0.0
05.583;05.560;0.0372705
05.583;05.561;0.0
05.583;05.562;0.0
05.583;05.563;0.0
05.583;05.564;0.0
05.583;05.565;0.0
05.583;05.566;0.0536329
05.583;05.567;0.0
05.583;05.568;0
05.583;05.569;0.0
05.583;05.570;0.0
05.583;05.571;0.261851
05.583;05.572;0.0960789
05.583;05.573;0.0
05.583;05.574;0.203042
05.583;05.575;0.161178
05.583;05.576;0.0194835
05.583;05.577;0.0
05.583;05.578;0.0
05.583;05.579;0.516313
05.583;05.580;0.0
05.583;05.581;0.611368
05.583;05.582;0.0372705
05.583;05.583;0.0
05.583;05.584;0.195327
05.583;05.585;0.0687822
05.583;05.586;0.337021
05.583;05.587;0.237773
05.583;05.588;0.0
05.583;05.589;0.324874
05.583;05.590;0.108472
05.583;05.591;0.0960789
05.583;05.592;0.0194835
05.583;05.593;0.0
05.583;05.594;0.0
05.583;05.595;0.0
05.583;05.596;0.0
05.583;05.597;0.203042
05.583;05.598;0
05.583;05.599;0.0194835
05.583;05.600;0.0
05.583;05.601;0.250166
05.583;05.604;0.0
05.583;05.607;0.0
05.583;05.611;0.108472
05.583;05.613;0.0
05.583;05.614;0.0687822
05.583;05.615;0.0
05.583;05.616;0.21765
05.583;22.400;0.0
05.584;05.554;0.0
05.584;05.555;0.0
05.584;05.556;0.0372705
05.584;05.557;0.0536329
05.584;05.558;0.18731
05.584;05.559;0.18731
05.584;05.560;0.237773
05.584;05.561;0.0194835
05.584;05.562;0.0
05.584;05.563;0.195327
05.584;05.564;0.120156
05.584;05.565;0.0
05.584;05.566;0.283388
05.584;05.567;0.120156
05.584;05.568;0.131209
05.584;05.569;0.302872
05.584;05.570;0.0960789
05.584;05.571;0.406364
05.584;05.572;0.348487
05.584;05.573;0.21765
05.584;05.574;0
05.584;05.575;0.267451
05.584;05.576;0.0194835
05.584;05.577;0.151668
05.584;05.578;0.151668
05.584;05.579;0.108472
05.584;05.580;0.540935
05.584;05.581;0.161178
05.584;05.582;0.470698
05.584;05.583;0.195327
05.584;05.584;0.0
05.584;05.585;0.340915
05.584;05.586;0.178965
05.584;05.587;0.0828858
05.584;05.588;0.161178
05.584;05.589;0.495682
05.584;05.590;0.298172
05.584;05.591;0.0
05.584;05.592;0.0
05.584;05.593;0.406364
05.584;05.594;0.18731
05.584;05.595;0.261851
05.584;05.596;0.298172
05.584;05.597;0.0828858
05.584;05.598;0.0
05.584;05.599;0.0
05.584;05.600;0.352171
05.584;05.601;0.278213
05.584;05.604;0.414597
05.584;05.607;0.397786
05.584;05.611;0.210476
05.584;05.613;0.598653
05.584;05.614;0.108472
05.584;05.615;0.0
05.584;05.616;0.210476
05.584;22.400;0.0
05.585;05.554;0.0828858
05.585;05.555;0.344736
05.585;05.556;0.417269
05.585;05.557;0.414597
05.585;05.558;0.470698
05.585;05.559;0.385758
05.585;05.560;0.302872
05.585;05.561;0.161178
05.585;05.562;0.316355
05.585;05.563;0.464472
05.585;05.564;0.458049
05.585;05.565;0.348487
05.585;05.566;0.519558
05.585;05.567;0.311959
05.585;05.568;0.495682
05.585;05.569;0.543814
05.585;05.570;0.439867
05.585;05.571;0.612392
05.585;05.572;0.605109
05.585;05.573;0.490182
05.585;05.574;0.195327
05.585;05.575;0.631876
05.585;05.576;0.0960789
05.585;05.577;0.0
05.585;05.578;0.108472
05.585;05.579;0.161178
05.585;05.580;0.120156
05.585;05.581;0.141694
05.585;05.582;0.632803
05.585;05.583;0.0687822
05.585;05.584;0.340915
05.585;05.585;0.0
05.585;05.586;0.307466
05.585;05.587;0.108472
05.585;05.588;0
05.585;05.589;0.596455
05.585;05.590;0.546654
05.585;05.591;0.0828858
05.585;05.592;0.0
05.585;05.593;0.382637
05.585;05.594;0.0372705
05.585;05.595;0.22458
05.585;05.596;0.362839
05.585;05.597;0.340915
05.585;05.598;0.203042
05.585;05.599;0.18731
05.585;05.600;0.18731
05.585;05.601;0.195327
05.585;05.604;0.288436
05.585;05.607;0.0372705
05.585;05.611;0.474746
05.585;05.613;0.439867
05.585;05.614;0.337021
05.585;05.615;0.0
05.585;05.616;0.141694
05.585;22.400;0.0
05.586;05.554;0.0
05.586;05.555;0
05.586;05.556;0.0960789
05.586;05.557;0.0687822
05.586;05.558;0.161178
05.586;05.559;0.120156
05.586;05.560;0.210476
05.586;05.561;0.0
05.586;05.562;0.0
05.586;05.563;0.131209
05.586;05.564;0.0687822
05.586;05.565;0.0
05.586;05.566;0.337021
05.586;05.567;0.18731
05.586;05.568;0.22458
05.586;05.569;0.382637
05.586;05.570;0.141694
05.586;05.571;0.403545
05.586;05.572;0.388832
05.586;05.573;0.288436
05.586;05.574;0.256092
05.586;05.575;0.288436
05.586;05.576;0.0
05.586;05.577;0.0
05.586;05.578;0.0
05.586;05.579;0.278213
05.586;05.580;0.0
05.586;05.581;0.329004
05.586;05.582;0.462353
05.586;05.583;0.337021
05.586;05.584;0.178965
05.586;05.585;0.307466
05.586;05.586;0.0
05.586;05.587;0.582746
05.586;05.588;0.0
05.586;05.589;0.478716
05.586;05.590;0.250166
05.586;05.591;0.161178
05.586;05.592;0.0
05.586;05.593;0.0
05.586;05.594;0.0
05.586;05.595;0.0
05.586;05.596;0.0
05.586;05.597;0.250166
05.586;05.598;0.0194835
05.586;05.599;0.0194835
05.586;05.600;0.0
05.586;05.601;0.278213
05.586;05.604;0.0
05.586;05.607;0.0
05.586;05.611;0.261851
05.586;05.613;0.0
05.586;05.614;0.22458
05.586;05.615;0.0
05.586;05.616;0.0194835
05.586;22.400;0.0
05.587;05.554;0.0
05.587;05.555;0.0
05.587;05.556;0.0
05.587;05.557;0.0
05.587;05.558;0.0828858
05.587;05.559;0.0960789
05.587;05.560;0.161178
05.587;05.561;0.0
05.587;05.562;0.0
05.587;05.563;0.0194835
05.587;05.564;0.0
05.587;05.565;0.0
05.587;05.566;0.0194835
05.587;05.567;0.0
05.587;05.568;0.108472
05.587;05.569;0.170265
05.587;05.570;0.0
05.587;05.571;0.307466
05.587;05.572;0.161178
05.587;05.573;0.0828858
05.587;05.574;0.256092
05.587;05.575;0.178965
05.587;05.576;0.0
05.587;05.577;0.0
05.587;05.578;0.0
05.587;05.579;0.170265
05.587;05.580;0.0
05.587;05.581;0.250166
05.587;05.582;0.272903
05.587;05.583;0.237773
05.587;05.584;0.0828858
05.587;05.585;0.108472
05.587;05.586;0.582746
05.587;05.587;0.0
05.587;05.588;0.0
05.587;05.589;0.376248
05.587;05.590;0.108472
05.587;05.591;0.0
05.587;05.592;0.0
05.587;05.593;0.0
05.587;05.594;0.0
05.587;05.595;0.0
05.587;05.596;0.0
05.587;05.597;0.178965
05.587;05.598;0.0828858
05.587;05.599;0.0687822
05.587;05.600;0.0
05.587;05.601;0.22458
05.587;05.604;0.0
05.587;05.607;0.0
05.587;05.611;0.141694
05.587;05.613;0.0
05.587;05.614;0.0372705
05.587;05.615;0.0
05.587;05.616;0.178965
05.587;22.400;0.0
05.588;05.554;0.0
05.588;05.555;0.0
05.588;05.556;0.0
05.588;05.557;0.0
05.588;05.558;0.0
05.588;05.559;0.0
05.588;05.560;0.0687822
05.588;05.561;0.0
05.588;05.562;0.0
05.588;05.563;0.0
05.588;05.564;0.0
05.588;05.565;0.0
05.588;05.566;0.0
05.588;05.567;0.0
05.588;05.568;0.0
05.588;05.569;0.0
05.588;05.570;0.0
05.588;05.571;0.0828858
05.588;05.572;0.0
05.588;05.573;0.0
05.588;05.574;0.0
05.588;05.575;0.0
05.588;05.576;0.0
05.588;05.577;0.0
05.588;05.578;0.0
05.588;05.579;0.0
05.588;05.580;0.0372705
05.588;05.581;0.0
05.588;05.582;0.0960789
05.588;05.583;0.0
05.588;05.584;0.161178
05.588;05.585;0
05.588;05.586;0.0
05.588;05.587;0.0
05.588;05.588;0.0
05.588;05.589;0.108472
05.588;05.590;0
05.588;05.591;0.0
05.588;05.592;0.0
05.588;05.593;0.366274
05.588;05.594;0.0
05.588;05.595;0.0372705
05.588;05.596;0.0
05.588;05.597;0.0
05.588;05.598;0.0
05.588;05.599;0.0
05.588;05.600;0.0
05.588;05.601;0
05.588;05.604;0.250166
05.588;05.607;0.161178
05.588;05.611;0.0194835
05.588;05.613;0.337021
05.588;05.614;0.0
05.588;05.615;0.0
05.588;05.616;0.311959
05.588;22.400;0.0
05.589;05.554;0.0
05.589;05.555;0.178965
05.589;05.556;0.324874
05.589;05.557;0.329004
05.589;05.558;0.451419
05.589;05.559;0.352171
05.589;05.560;0.394845
05.589;05.561;0.131209
05.589;05.562;0.21765
05.589;05.563;0.446876
05.589;05.564;0.298172
05.589;05.565;0.170265
05.589;05.566;0.468644
05.589;05.567;0.337021
05.589;05.568;0.451419
05.589;05.569;0.590854
05.589;05.570;0.369653
05.589;05.571;0.609303
05.589;05.572;0.611368
05.589;05.573;0.435056
05.589;05.574;0.344736
05.589;05.575;0.58857
05.589;05.576;0.278213
05.589;05.577;0.0960789
05.589;05.578;0.178965
05.589;05.579;0.333052
05.589;05.580;0.316355
05.589;05.581;0.320659
05.589;05.582;0.718445
05.589;05.583;0.324874
05.589;05.584;0.495682
05.589;05.585;0.596455
05.589;05.586;0.478716
05.589;05.587;0.376248
05.589;05.588;0.108472
05.589;05.589;0.0
05.589;05.590;0.535052
05.589;05.591;0.210476
05.589;05.592;0
05.589;05.593;0.462353
05.589;05.594;0.18731
05.589;05.595;0.307466
05.589;05.596;0.460213
05.589;05.597;0.419907
05.589;05.598;0.311959
05.589;05.599;0.267451
05.589;05.600;0.355789
05.589;05.601;0.316355
05.589;05.604;0.468644
05.589;05.607;0.369653
05.589;05.611;0.509665
05.589;05.613;0.548059
05.589;05.614;0.311959
05.589;05.615;0.0
05.589;05.616;0.307466
05.589;22.400;0.0
05.590;05.554;0.311959
05.590;05.555;0.599744
05.590;05.556;0.524331
05.590;05.557;0.53948
05.590;05.558;0.629069
05.590;05.559;0.476741
05.590;05.560;0.446876
05.590;05.561;0.400686
05.590;05.562;0.558964
05.590;05.563;0.618435
05.590;05.564;0.680443
05.590;05.565;0.439867
05.590;05.566;0.581561
05.590;05.567;0.528995
05.590;05.568;0.589715
05.590;05.569;0.698657
05.590;05.570;0.623337
05.590;05.571;0.682629
05.590;05.572;0.528995
05.590;05.573;0.642733
05.590;05.574;0.131209
05.590;05.575;0.558964
05.590;05.576;0.0828858
05.590;05.577;0.0
05.590;05.578;0.0
05.590;05.579;0.0372705
05.590;05.580;0.0372705
05.590;05.581;0.131209
05.590;05.582;0.627176
05.590;05.583;0.108472
05.590;05.584;0.298172
05.590;05.585;0.546654
05.590;05.586;0.250166
05.590;05.587;0.108472
05.590;05.588;0
05.590;05.589;0.535052
05.590;05.590;0.0
05.590;05.591;0.0
05.590;05.592;0.0
05.590;05.593;0.333052
05.590;05.594;0.0
05.590;05.595;0.203042
05.590;05.596;0.359344
05.590;05.597;0.178965
05.590;05.598;0.0372705
05.590;05.599;0.0960789
05.590;05.600;0.178965
05.590;05.601;0.161178
05.590;05.604;0.293362
05.590;05.607;0.141694
05.590;05.611;0.549454
05.590;05.613;0.316355
05.590;05.614;0.44916
05.590;05.615;0.0
05.590;05.616;0.18731
05.590;22.400;0.0
05.591;05.554;0.0
05.591;05.555;0.0
05.591;05.556;0.0
05.591;05.557;0.0
05.591;05.558;0.0
05.591;05.559;0.0
05.591;05.560;0.0
05.591;05.561;0.0
05.591;05.562;0.0
05.591;05.563;0.0
05.591;05.564;0.0
05.591;05.565;0.0
05.591;05.566;0.0536329
05.591;05.567;0.0
05.591;05.568;0.0
05.591;05.569;0
05.591;05.570;0.0
05.591;05.571;0.0828858
05.591;05.572;0.0
05.591;05.573;0.0
05.591;05.574;0.417269
05.591;05.575;0.0
05.591;05.576;0.250166
05.591;05.577;0.0
05.591;05.578;0.0
05.591;05.579;0
05.591;05.580;0.0
05.591;05.581;0.0536329
05.591;05.582;0.178965
05.591;05.583;0.0960789
05.591;05.584;0.0
05.591;05.585;0.0828858
05.591;05.586;0.161178
05.591;05.587;0.0
05.591;05.588;0.0
05.591;05.589;0.210476
05.591;05.590;0.0
05.591;05.591;0.0
05.591;05.592;0.21765
05.591;05.593;0.0
05.591;05.594;0.0
05.591;05.595;0.0
05.591;05.596;0.0
05.591;05.597;0.256092
05.591;05.598;0.0
05.591;05.599;0.0
05.591;05.600;0.0
05.591;05.601;0.108472
05.591;05.604;0.0
05.591;05.607;0.0
05.591;05.611;0
05.591;05.613;0.0
05.591;05.614;0.0
05.591;05.615;0.0
05.591;05.616;0.0
05.591;22.400;0.0
05.592;05.554;0.0
05.592;05.555;0.0
05.592;05.556;0.0
05.592;05.557;0.0
05.592;05.558;0.0
05.592;05.559;0.0
05.592;05.560;0.0
05.592;05.561;0.0
05.592;05.562;0.0
05.592;05.563;0.0
05.592;05.564;0.0
05.592;05.565;0.0
05.592;05.566;0.0
05.592;05.567;0.0
05.592;05.568;0.0
05.592;05.569;0.0
05.592;05.570;0.0
05.592;05.571;0.0
05.592;05.572;0.0
05.592;05.573;0.0
05.592;05.574;0.203042
05.592;05.575;0.0
05.592;05.576;0.120156
05.592;05.577;0.0
05.592;05.578;0.0
05.592;05.579;0.0
05.592;05.580;0.0
05.592;05.581;0.0372705
05.592;05.582;0.0687822
05.592;05.583;0.0194835
05.592;05.584;0.0
05.592;05.585;0.0
05.592;05.586;0.0
05.592;05.587;0.0
05.592;05.588;0.0
05.592;05.589;0
05.592;05.590;0.0
05.592;05.591;0.21765
05.592;05.592;0.0
05.592;05.593;0.0
05.592;05.594;0.0
05.592;05.595;0.0
05.592;05.596;0.0
05.592;05.597;0.0
05.592;05.598;0.0
05.592;05.599;0.0
05.592;05.600;0.0
05.592;05.601;0.0
05.592;05.604;0.0
05.592;05.607;0.0
05.592;05.611;0.0
05.592;05.613;0.0
05.592;05.614;0.0
05.592;05.615;0.0
05.592;05.616;0.0372705
05.592;22.400;0.0
05.593;05.554;0.0
05.593;05.555;0.0687822
05.593;05.556;0.170265
05.593;05.557;0.141694
05.593;05.558;0.231283
05.593;05.559;0.18731
05.593;05.560;0.237773
05.593;05.561;0.0
05.593;05.562;0.170265
05.593;05.563;0.21765
05.593;05.564;0.244064
05.593;05.565;0.0
05.593;05.566;0.352171
05.593;05.567;0.22458
05.593;05.568;0.210476
05.593;05.569;0.406364
05.593;05.570;0.178965
05.593;05.571;0.437476
05.593;05.572;0.329004
05.593;05.573;0.344736
05.593;05.574;0.0
05.593;05.575;0.278213
05.593;05.576;0.0
05.593;05.577;0.0194835
05.593;05.578;0.0
05.593;05.579;0.0
05.593;05.580;0.195327
