ass1;ass2;pop
05.561;05.554;0.785306
05.561;05.555;0.62041
05.561;05.556;0.525897
05.561;05.557;0.70719
05.561;05.558;0.394845
05.561;05.559;0.58857
05.561;05.560;0.231283
05.561;05.561;0.0
05.561;05.562;0.77588
05.561;05.563;0.7398
05.561;05.564;0.376248
05.561;05.565;0.715997
05.561;05.566;0.256092
05.561;05.567;0.210476
05.561;05.568;0.376248
05.561;05.569;0.283388
05.561;05.570;0.786181
05.561;05.571;0.324874
05.561;05.572;0.170265
05.561;05.573;0.385758
05.561;05.574;0.0
05.561;05.575;0.337021
05.561;05.576;0.0
05.561;05.577;0.0
05.561;05.578;0.0
05.561;05.579;0.0
05.561;05.580;0.0
05.561;05.581;0.0
05.561;05.582;0.18731
05.561;05.583;0.0
05.561;05.584;0.0194835
05.561;05.585;0.161178
05.561;05.586;0.0
05.561;05.587;0.0
05.561;05.588;0.0
05.561;05.589;0.131209
05.561;05.590;0.400686
05.561;05.591;0.0
05.561;05.592;0.0
05.561;05.593;0.0
05.561;05.594;0.0
05.561;05.595;0.0
05.561;05.596;0
05.561;05.597;0.0
05.561;05.598;0.0
05.561;05.599;0.0
05.561;05.600;0.0
05.561;05.601;0.0
05.561;05.604;0.0
05.561;05.607;0.0
05.561;05.611;0.409146
05.561;05.613;0.0
05.561;05.614;0.561601
05.561;05.615;0.0
05.561;05.616;0.0
05.561;22.400;0.0
05.562;05.554;0.867019
05.562;05.555;0.767917
05.562;05.556;0.76887
05.562;05.557;0.969254
05.562;05.558;0.676746
05.562;05.559;0.754597
05.562;05.560;0.444566
05.562;05.561;0.77588
05.562;05.562;0.0
05.562;05.563;0.822869
05.562;05.564;0.460213
05.562;05.565;0.754087
05.562;05.566;0.369653
05.562;05.567;0.18731
05.562;05.568;0.656366
05.562;05.569;0.54238
05.562;05.570;0.914566
05.562;05.571;0.507969
05.562;05.572;0.261851
05.562;05.573;0.355789
05.562;05.574;0.0
05.562;05.575;0.333052
05.562;05.576;0.0
05.562;05.577;0.0
05.562;05.578;0.0
05.562;05.579;0.0
05.562;05.580;0.0
05.562;05.581;0.0
05.562;05.582;0.302872
05.562;05.583;0.0
05.562;05.584;0.0
05.562;05.585;0.316355
05.562;05.586;0.0
05.562;05.587;0.0
05.562;05.588;0.0
05.562;05.589;0.21765
05.562;05.590;0.558964
05.562;05.591;0.0
05.562;05.592;0.0
05.562;05.593;0.170265
05.562;05.594;0.0
05.562;05.595;0.0
05.562;05.596;0.120156
05.562;05.597;0.0
05.562;05.598;0.0
05.562;05.599;0.0
05.562;05.600;0.0
05.562;05.601;0.0
05.562;05.604;0.0
05.562;05.607;0
05.562;05.611;0.566777
05.562;05.613;0.0
05.562;05.614;0.815434
05.562;05.615;0.0
05.562;05.616;0.0
05.562;22.400;0
05.563;05.554;0.891911
05.563;05.555;0.693911
05.563;05.556;0.777709
05.563;05.557;0.832146
05.563;05.558;0.666025
05.563;05.559;0.689052
05.563;05.560;0.543814
05.563;05.561;0.7398
05.563;05.562;0.822869
05.563;05.563;0.0
05.563;05.564;0.570574
05.563;05.565;0.999693
05.563;05.566;0.506258
05.563;05.567;0.366274
05.563;05.568;0.612392
05.563;05.569;0.583924
05.563;05.570;0.948626
05.563;05.571;0.65554
05.563;05.572;0.470698
05.563;05.573;0.717224
05.563;05.574;0.0372705
05.563;05.575;0.497483
05.563;05.576;0.0
05.563;05.577;0
05.563;05.578;0.0
05.563;05.579;0
05.563;05.580;0.0687822
05.563;05.581;0.0
05.563;05.582;0.511347
05.563;05.583;0.0
05.563;05.584;0.195327
05.563;05.585;0.464472
05.563;05.586;0.131209
05.563;05.587;0.0194835
05.563;05.588;0.0
05.563;05.589;0.446876
05.563;05.590;0.618435
05.563;05.591;0.0
05.563;05.592;0.0
05.563;05.593;0.21765
05.563;05.594;0.0
05.563;05.595;0.0687822
05.563;05.596;0.195327
05.563;05.597;0.120156
05.563;05.598;0.0372705
05.563;05.599;0.0372705
05.563;05.600;0.0372705
05.563;05.601;0.0
05.563;05.604;0.161178
05.563;05.607;0.0
05.563;05.611;0.525897
05.563;05.613;0.120156
05.563;05.614;0.846621
05.563;05.615;0.0
05.563;05.616;0.0536329
05.563;22.400;0.178965
05.564;05.554;0.18731
05.564;05.555;0.502793
05.564;05.556;0.53948
05.564;05.557;0.422511
05.564;05.558;0.591987
05.564;05.559;0.435056
05.564;05.560;0.446876
05.564;05.561;0.376248
05.564;05.562;0.460213
05.564;05.563;0.570574
05.564;05.564;0.0
05.564;05.565;0.54238
05.564;05.566;0.649663
05.564;05.567;0.484529
05.564;05.568;0.514671
05.564;05.569;0.693911
05.564;05.570;0.574303
05.564;05.571;0.527452
05.564;05.572;0.362839
05.564;05.573;0.662056
05.564;05.574;0
05.564;05.575;0.437476
05.564;05.576;0.0
05.564;05.577;0.0
05.564;05.578;0.0
05.564;05.579;0.0
05.564;05.580;0.0
05.564;05.581;0.0
05.564;05.582;0.509665
05.564;05.583;0.0
05.564;05.584;0.120156
05.564;05.585;0.458049
05.564;05.586;0.0687822
05.564;05.587;0.0
05.564;05.588;0.0
05.564;05.589;0.298172
05.564;05.590;0.680443
05.564;05.591;0.0
05.564;05.592;0.0
05.564;05.593;0.244064
05.564;05.594;0.0
05.564;05.595;0.0828858
05.564;05.596;0.316355
05.564;05.597;0.141694
05.564;05.598;0.0372705
05.564;05.599;0.0194835
05.564;05.600;0.170265
05.564;05.601;0.0
05.564;05.604;0.161178
05.564;05.607;0.108472
05.564;05.611;0.472732
05.564;05.613;0.0
05.564;05.614;0.324874
05.564;05.615;0.0
05.564;05.616;0.0
05.564;22.400;0.0
05.565;05.554;0.938928
05.565;05.555;0.755106
05.565;05.556;0.656366
05.565;05.557;0.761612
05.565;05.558;0.611368
05.565;05.559;0.614426
05.565;05.560;0.419907
05.565;05.561;0.715997
05.565;05.562;0.754087
05.565;05.563;0.999693
05.565;05.564;0.54238
05.565;05.565;0.0
05.565;05.566;0.488315
05.565;05.567;0.359344
05.565;05.568;0.554942
05.565;05.569;0.482609
05.565;05.570;0.914333
05.565;05.571;0.501038
05.565;05.572;0.256092
05.565;05.573;0.716612
05.565;05.574;0.0
05.565;05.575;0.352171
05.565;05.576;0.0
05.565;05.577;0.0
05.565;05.578;0.0
05.565;05.579;0.0
05.565;05.580;0.0
05.565;05.581;0.0
05.565;05.582;0.382637
05.565;05.583;0.0
05.565;05.584;0.0
05.565;05.585;0.348487
05.565;05.586;0.0
05.565;05.587;0.0
05.565;05.588;0.0
05.565;05.589;0.170265
05.565;05.590;0.439867
05.565;05.591;0.0
05.565;05.592;0.0
05.565;05.593;0.0
05.565;05.594;0.0
05.565;05.595;0.0
05.565;05.596;0.151668
05.565;05.597;0.0
05.565;05.598;0.0
05.565;05.599;0.0
05.565;05.600;0.0
05.565;05.601;0.0
05.565;05.604;0.0194835
05.565;05.607;0.0
05.565;05.611;0.44223
05.565;05.613;0.0
05.565;05.614;0.757633
05.565;05.615;0.0
05.565;05.616;0.0
05.565;22.400;0.0536329
05.566;05.554;0.0960789
05.566;05.555;0.409146
05.566;05.556;0.522752
05.566;05.557;0.355789
05.566;05.558;0.540935
05.566;05.559;0.43013
05.566;05.560;0.435056
05.566;05.561;0.256092
05.566;05.562;0.369653
05.566;05.563;0.506258
05.566;05.564;0.649663
05.566;05.565;0.488315
05.566;05.566;0.0
05.566;05.567;0.62041
05.566;05.568;0.554942
05.566;05.569;0.691842
05.566;05.570;0.517942
05.566;05.571;0.597557
05.566;05.572;0.571825
05.566;05.573;0.564206
05.566;05.574;0.0
05.566;05.575;0.41189
05.566;05.576;0
05.566;05.577;0.0
05.566;05.578;0.0
05.566;05.579;0.108472
05.566;05.580;0.0536329
05.566;05.581;0.0536329
05.566;05.582;0.647091
05.566;05.583;0.0536329
05.566;05.584;0.283388
05.566;05.585;0.519558
05.566;05.586;0.337021
05.566;05.587;0.0194835
05.566;05.588;0.0
05.566;05.589;0.468644
05.566;05.590;0.581561
05.566;05.591;0.0536329
05.566;05.592;0.0
05.566;05.593;0.352171
05.566;05.594;0.0
05.566;05.595;0.0828858
05.566;05.596;0.272903
05.566;05.597;0.203042
05.566;05.598;0.0960789
05.566;05.599;0.0687822
05.566;05.600;0.108472
05.566;05.601;0.0687822
05.566;05.604;0.178965
05.566;05.607;0.141694
05.566;05.611;0.582746
05.566;05.613;0.311959
05.566;05.614;0.329004
05.566;05.615;0.0
05.566;05.616;0.0960789
05.566;22.400;0.0
05.567;05.554;0.131209
05.567;05.555;0.366274
05.567;05.556;0.355789
05.567;05.557;0.22458
05.567;05.558;0.417269
05.567;05.559;0.250166
05.567;05.560;0.283388
05.567;05.561;0.210476
05.567;05.562;0.18731
05.567;05.563;0.366274
05.567;05.564;0.484529
05.567;05.565;0.359344
05.567;05.566;0.62041
05.567;05.567;0.0
05.567;05.568;0.478716
05.567;05.569;0.57553
05.567;05.570;0.388832
05.567;05.571;0.513016
05.567;05.572;0.610338
05.567;05.573;0.482609
05.567;05.574;0
05.567;05.575;0.488315
05.567;05.576;0.0
05.567;05.577;0.0
05.567;05.578;0.0194835
05.567;05.579;0.0536329
05.567;05.580;0.0
05.567;05.581;0.0194835
05.567;05.582;0.524331
05.567;05.583;0.0
05.567;05.584;0.120156
05.567;05.585;0.311959
05.567;05.586;0.18731
05.567;05.587;0.0
05.567;05.588;0.0
05.567;05.589;0.337021
05.567;05.590;0.528995
05.567;05.591;0.0
05.567;05.592;0.0
05.567;05.593;0.22458
05.567;05.594;0.0
05.567;05.595;0.131209
05.567;05.596;0.22458
05.567;05.597;0.108472
05.567;05.598;0.0536329
05.567;05.599;0.0536329
05.567;05.600;0.0
05.567;05.601;0.0960789
05.567;05.604;0.0
05.567;05.607;0.0
05.567;05.611;0.444566
05.567;05.613;0.203042
05.567;05.614;0.21765
05.567;05.615;0.0
05.567;05.616;0.0
05.567;22.400;0.0
05.568;05.554;0.497483
05.568;05.555;0.57917
05.568;05.556;0.669146
05.568;05.557;0.711641
05.568;05.558;0.768394
05.568;05.559;0.517942
05.568;05.560;0.488315
05.568;05.561;0.376248
05.568;05.562;0.656366
05.568;05.563;0.612392
05.568;05.564;0.514671
05.568;05.565;0.554942
05.568;05.566;0.554942
05.568;05.567;0.478716
05.568;05.568;0.0
05.568;05.569;0.719658
05.568;05.570;0.72503
05.568;05.571;0.618435
05.568;05.572;0.54238
05.568;05.573;0.61644
05.568;05.574;0.131209
05.568;05.575;0.419907
05.568;05.576;0
05.568;05.577;0.0
05.568;05.578;0.0
05.568;05.579;0
05.568;05.580;0.0
05.568;05.581;0.0828858
05.568;05.582;0.543814
05.568;05.583;0
05.568;05.584;0.131209
05.568;05.585;0.495682
05.568;05.586;0.22458
05.568;05.587;0.108472
05.568;05.588;0.0
05.568;05.589;0.451419
05.568;05.590;0.589715
05.568;05.591;0.0
05.568;05.592;0.0
05.568;05.593;0.210476
05.568;05.594;0.0
05.568;05.595;0.108472
05.568;05.596;0.288436
05.568;05.597;0.178965
05.568;05.598;0.0828858
05.568;05.599;0.108472
05.568;05.600;0.120156
05.568;05.601;0.0687822
05.568;05.604;0.195327
05.568;05.607;0.210476
05.568;05.611;0.734245
05.568;05.613;0.250166
05.568;05.614;0.425083
05.568;05.615;0.0
05.568;05.616;0.0
05.568;22.400;0.0
05.569;05.554;0.131209
05.569;05.555;0.504533
05.569;05.556;0.558964
05.569;05.557;0.521162
05.569;05.558;0.714762
05.569;05.559;0.414597
05.569;05.560;0.502793
05.569;05.561;0.283388
05.569;05.562;0.54238
05.569;05.563;0.583924
05.569;05.564;0.693911
05.569;05.565;0.482609
05.569;05.566;0.691842
05.569;05.567;0.57553
05.569;05.568;0.719658
05.569;05.569;0.0
05.569;05.570;0.502793
05.569;05.571;0.66837
05.569;05.572;0.657188
05.569;05.573;0.717836
05.569;05.574;0.161178
05.569;05.575;0.532046
05.569;05.576;0.141694
05.569;05.577;0.0372705
05.569;05.578;0
05.569;05.579;0.0
05.569;05.580;0.0
05.569;05.581;0.0687822
05.569;05.582;0.548059
05.569;05.583;0.0
05.569;05.584;0.302872
05.569;05.585;0.543814
05.569;05.586;0.382637
05.569;05.587;0.170265
05.569;05.588;0.0
05.569;05.589;0.590854
05.569;05.590;0.698657
05.569;05.591;0
05.569;05.592;0.0
05.569;05.593;0.406364
05.569;05.594;0.0
05.569;05.595;0.244064
05.569;05.596;0.41189
05.569;05.597;0.337021
05.569;05.598;0.131209
05.569;05.599;0.131209
05.569;05.600;0.311959
05.569;05.601;0.0687822
05.569;05.604;0.307466
05.569;05.607;0.22458
05.569;05.611;0.696636
05.569;05.613;0.267451
05.569;05.614;0.376248
05.569;05.615;0.0
05.569;05.616;0.0
05.569;22.400;0.0
05.570;05.554;0.865839
05.570;05.555;0.806537
05.570;05.556;0.938099
05.570;05.557;0.925017
05.570;05.558;0.712895
05.570;05.559;0.728535
05.570;05.560;0.535052
05.570;05.561;0.786181
05.570;05.562;0.914566
05.570;05.563;0.948626
05.570;05.564;0.574303
05.570;05.565;0.914333
05.570;05.566;0.517942
05.570;05.567;0.388832
05.570;05.568;0.72503
05.570;05.569;0.502793
05.570;05.570;0.0
05.570;05.571;0.577964
05.570;05.572;0.417269
05.570;05.573;0.742522
05.570;05.574;0.0
05.570;05.575;0.455863
05.570;05.576;0
05.570;05.577;0.0
05.570;05.578;0.0
05.570;05.579;0.0
05.570;05.580;0.0
05.570;05.581;0.0
05.570;05.582;0.369653
05.570;05.583;0.0
05.570;05.584;0.0960789
05.570;05.585;0.439867
05.570;05.586;0.141694
05.570;05.587;0.0
05.570;05.588;0.0
05.570;05.589;0.369653
05.570;05.590;0.623337
05.570;05.591;0.0
05.570;05.592;0.0
05.570;05.593;0.178965
05.570;05.594;0.0
05.570;05.595;0.131209
05.570;05.596;0.237773
05.570;05.597;0.178965
05.570;05.598;0.0372705
05.570;05.599;0.0536329
05.570;05.600;0.0194835
05.570;05.601;0.0
05.570;05.604;0.141694
05.570;05.607;0.0194835
05.570;05.611;0.62139
05.570;05.613;0.0687822
05.570;05.614;1
05.570;05.615;0.0
05.570;05.616;0.0
05.570;22.400;0.120156
05.571;05.554;0.267451
05.571;05.555;0.511347
05.571;05.556;0.437476
05.571;05.557;0.552216
05.571;05.558;0.612392
05.571;05.559;0.486431
05.571;05.560;0.472732
05.571;05.561;0.324874
05.571;05.562;0.507969
05.571;05.563;0.65554
05.571;05.564;0.527452
05.571;05.565;0.501038
05.571;05.566;0.597557
05.571;05.567;0.513016
05.571;05.568;0.618435
05.571;05.569;0.66837
05.571;05.570;0.577964
05.571;05.571;0.0
05.571;05.572;0.601907
05.571;05.573;0.61644
05.571;05.574;0.256092
05.571;05.575;0.566777
05.571;05.576;0.141694
05.571;05.577;0
05.571;05.578;0.0687822
05.571;05.579;0.203042
05.571;05.580;0.250166
05.571;05.581;0.210476
05.571;05.582;0.656366
05.571;05.583;0.261851
05.571;05.584;0.406364
05.571;05.585;0.612392
05.571;05.586;0.403545
05.571;05.587;0.307466
05.571;05.588;0.0828858
05.571;05.589;0.609303
05.571;05.590;0.682629
05.571;05.591;0.0828858
05.571;05.592;0.0
05.571;05.593;0.437476
05.571;05.594;0.0
05.571;05.595;0.21765
05.571;05.596;0.333052
05.571;05.597;0.261851
05.571;05.598;0
05.571;05.599;0.151668
05.571;05.600;0.288436
05.571;05.601;0.250166
05.571;05.604;0.340915
05.571;05.607;0.250166
05.571;05.611;0.604047
05.571;05.613;0.435056
05.571;05.614;0.439867
05.571;05.615;0.0
05.571;05.616;0.0
05.571;22.400;0.0
05.572;05.554;0.0
05.572;05.555;0.22458
05.572;05.556;0.444566
05.572;05.557;0.293362
05.572;05.558;0.493865
05.572;05.559;0.288436
05.572;05.560;0.324874
05.572;05.561;0.170265
05.572;05.562;0.261851
05.572;05.563;0.470698
05.572;05.564;0.362839
05.572;05.565;0.256092
05.572;05.566;0.571825
05.572;05.567;0.610338
05.572;05.568;0.54238
05.572;05.569;0.657188
05.572;05.570;0.417269
05.572;05.571;0.601907
05.572;05.572;0.0
05.572;05.573;0.470698
05.572;05.574;0.108472
05.572;05.575;0.640072
05.572;05.576;0.0
05.572;05.577;0.0
05.572;05.578;0.0194835
05.572;05.579;0.18731
05.572;05.580;0.131209
05.572;05.581;0.120156
05.572;05.582;0.667592
05.572;05.583;0.0960789
05.572;05.584;0.348487
05.572;05.585;0.605109
05.572;05.586;0.388832
05.572;05.587;0.161178
05.572;05.588;0.0
05.572;05.589;0.611368
05.572;05.590;0.528995
05.572;05.591;0.0
05.572;05.592;0.0
05.572;05.593;0.329004
05.572;05.594;0.0
05.572;05.595;0.18731
05.572;05.596;0.267451
05.572;05.597;0.344736
05.572;05.598;0.203042
05.572;05.599;0.261851
05.572;05.600;0.161178
05.572;05.601;0.210476
05.572;05.604;0.231283
05.572;05.607;0.161178
05.572;05.611;0.536539
05.572;05.613;0.414597
05.572;05.614;0.311959
05.572;05.615;0.0
05.572;05.616;0.0
05.572;22.400;0.0
05.573;05.554;0.329004
05.573;05.555;0.72503
05.573;05.556;0.61644
05.573;05.557;0.633726
05.573;05.558;0.705252
05.573;05.559;0.497483
05.573;05.560;0.502793
05.573;05.561;0.385758
05.573;05.562;0.355789
05.573;05.563;0.717224
05.573;05.564;0.662056
05.573;05.565;0.716612
05.573;05.566;0.564206
05.573;05.567;0.482609
05.573;05.568;0.61644
05.573;05.569;0.717836
05.573;05.570;0.742522
05.573;05.571;0.61644
05.573;05.572;0.470698
05.573;05.573;0.0
05.573;05.574;0.0687822
05.573;05.575;0.432608
05.573;05.576;0
05.573;05.577;0.0
05.573;05.578;0.0
05.573;05.579;0.0194835
05.573;05.580;0.0
05.573;05.581;0.0
05.573;05.582;0.571825
05.573;05.583;0.0
05.573;05.584;0.21765
05.573;05.585;0.490182
05.573;05.586;0.288436
05.573;05.587;0.0828858
05.573;05.588;0.0
05.573;05.589;0.435056
