ass1;ass2;sol
05.554;05.554;0
05.554;05.555;0.158461538461538
05.554;05.556;0.135384615384615
05.554;05.557;0.184615384615385
05.554;05.558;0.181538461538462
05.554;05.559;0.156923076923077
05.554;05.560;0.16
05.554;05.561;0.163076923076923
05.554;05.562;0.138461538461538
05.554;05.563;0.278461538461538
05.554;05.564;0.156923076923077
05.554;05.565;0.150769230769231
05.554;05.566;0.150769230769231
05.554;05.567;0.153846153846154
05.554;05.568;0.0938461538461538
05.554;05.569;0.113846153846154
05.554;05.570;0.427692307692308
05.554;05.571;0.138461538461538
05.554;05.572;0.221538461538462
05.554;05.573;0.178461538461538
05.554;05.574;0
05.554;05.575;0.370769230769231
05.554;05.576;0
05.554;05.577;0.210769230769231
05.554;05.578;0.169230769230769
05.554;05.579;0
05.554;05.580;0.106153846153846
05.554;05.581;0
05.554;05.582;0.12
05.554;05.583;0
05.554;05.584;0.141538461538462
05.554;05.585;0.0953846153846154
05.554;05.586;0
05.554;05.587;0
05.554;05.588;0.163076923076923
05.554;05.589;0.273846153846154
05.554;05.590;0.156923076923077
05.554;05.591;0
05.554;05.592;0
05.554;05.593;0.150769230769231
05.554;05.594;0.163076923076923
05.554;05.595;0.161538461538462
05.554;05.596;0.156923076923077
05.554;05.597;0
05.554;05.598;0
05.554;05.599;0
05.554;05.600;0.163076923076923
05.554;05.601;0
05.554;05.604;0.349230769230769
05.554;05.607;0.161538461538462
05.554;05.611;0.161538461538462
05.554;05.613;0.163076923076923
05.554;05.614;0.375384615384615
05.554;05.615;0
05.554;05.616;0
05.554;22.400;0.163076923076923
05.555;05.554;0.158461538461538
05.555;05.555;0
05.555;05.556;0.129230769230769
05.555;05.557;0.176923076923077
05.555;05.558;0.170769230769231
05.555;05.559;0.146153846153846
05.555;05.560;0.149230769230769
05.555;05.561;0.150769230769231
05.555;05.562;0.136923076923077
05.555;05.563;0.275384615384615
05.555;05.564;0.144615384615385
05.555;05.565;0.155384615384615
05.555;05.566;0.138461538461538
05.555;05.567;0.135384615384615
05.555;05.568;0.0846153846153846
05.555;05.569;0.113846153846154
05.555;05.570;0.456923076923077
05.555;05.571;0.123076923076923
05.555;05.572;0.207692307692308
05.555;05.573;0.190769230769231
05.555;05.574;0
05.555;05.575;0.344615384615385
05.555;05.576;0
05.555;05.577;0.210769230769231
05.555;05.578;0.172307692307692
05.555;05.579;0
05.555;05.580;0.104615384615385
05.555;05.581;0
05.555;05.582;0.12
05.555;05.583;0
05.555;05.584;0.126153846153846
05.555;05.585;0.0876923076923077
05.555;05.586;0
05.555;05.587;0
05.555;05.588;0.150769230769231
05.555;05.589;0.264615384615385
05.555;05.590;0.150769230769231
05.555;05.591;0
05.555;05.592;0
05.555;05.593;0.132307692307692
05.555;05.594;0.147692307692308
05.555;05.595;0.150769230769231
05.555;05.596;0.144615384615385
05.555;05.597;0
05.555;05.598;0
05.555;05.599;0
05.555;05.600;0.147692307692308
05.555;05.601;0
05.555;05.604;0.329230769230769
05.555;05.607;0.144615384615385
05.555;05.611;0.147692307692308
05.555;05.613;0.150769230769231
05.555;05.614;0.349230769230769
05.555;05.615;0
05.555;05.616;0
05.555;22.400;0.150769230769231
05.556;05.554;0.135384615384615
05.556;05.555;0.129230769230769
05.556;05.556;0
05.556;05.557;0.149230769230769
05.556;05.558;0.141538461538462
05.556;05.559;0.12
05.556;05.560;0.123076923076923
05.556;05.561;0.123076923076923
05.556;05.562;0.109230769230769
05.556;05.563;0.22
05.556;05.564;0.116923076923077
05.556;05.565;0.130769230769231
05.556;05.566;0.121538461538462
05.556;05.567;0.123076923076923
05.556;05.568;0.0846153846153846
05.556;05.569;0.1
05.556;05.570;0.332307692307692
05.556;05.571;0.107692307692308
05.556;05.572;0.175384615384615
05.556;05.573;0.170769230769231
05.556;05.574;0
05.556;05.575;0.290769230769231
05.556;05.576;0
05.556;05.577;0.18
05.556;05.578;0.144615384615385
05.556;05.579;0
05.556;05.580;0.0923076923076923
05.556;05.581;0
05.556;05.582;0.103076923076923
05.556;05.583;0
05.556;05.584;0.112307692307692
05.556;05.585;0.0723076923076923
05.556;05.586;0
05.556;05.587;0
05.556;05.588;0.123076923076923
05.556;05.589;0.221538461538462
05.556;05.590;0.123076923076923
05.556;05.591;0
05.556;05.592;0
05.556;05.593;0.115384615384615
05.556;05.594;0.123076923076923
05.556;05.595;0.123076923076923
05.556;05.596;0.116923076923077
05.556;05.597;0
05.556;05.598;0
05.556;05.599;0
05.556;05.600;0.123076923076923
05.556;05.601;0
05.556;05.604;0.269230769230769
05.556;05.607;0.118461538461538
05.556;05.611;0.123076923076923
05.556;05.613;0.123076923076923
05.556;05.614;0.283076923076923
05.556;05.615;0
05.556;05.616;0
05.556;22.400;0.123076923076923
05.557;05.554;0.184615384615385
05.557;05.555;0.176923076923077
05.557;05.556;0.149230769230769
05.557;05.557;0
05.557;05.558;0.212307692307692
05.557;05.559;0.172307692307692
05.557;05.560;0.175384615384615
05.557;05.561;0.181538461538462
05.557;05.562;0.16
05.557;05.563;0.312307692307692
05.557;05.564;0.175384615384615
05.557;05.565;0.18
05.557;05.566;0.166153846153846
05.557;05.567;0.172307692307692
05.557;05.568;0.103076923076923
05.557;05.569;0.129230769230769
05.557;05.570;0.478461538461538
05.557;05.571;0.149230769230769
05.557;05.572;0.255384615384615
05.557;05.573;0.221538461538462
05.557;05.574;0
05.557;05.575;0.410769230769231
05.557;05.576;0
05.557;05.577;0.236923076923077
05.557;05.578;0.187692307692308
05.557;05.579;0
05.557;05.580;0.123076923076923
05.557;05.581;0
05.557;05.582;0.138461538461538
05.557;05.583;0
05.557;05.584;0.156923076923077
05.557;05.585;0.0907692307692308
05.557;05.586;0
05.557;05.587;0
05.557;05.588;0.176923076923077
05.557;05.589;0.303076923076923
05.557;05.590;0.173846153846154
05.557;05.591;0
05.557;05.592;0
05.557;05.593;0.158461538461538
05.557;05.594;0.173846153846154
05.557;05.595;0.176923076923077
05.557;05.596;0.175384615384615
05.557;05.597;0
05.557;05.598;0
05.557;05.599;0
05.557;05.600;0.173846153846154
05.557;05.601;0
05.557;05.604;0.404615384615385
05.557;05.607;0.167692307692308
05.557;05.611;0.173846153846154
05.557;05.613;0.183076923076923
05.557;05.614;0.406153846153846
05.557;05.615;0
05.557;05.616;0
05.557;22.400;0.176923076923077
05.558;05.554;0.181538461538462
05.558;05.555;0.170769230769231
05.558;05.556;0.141538461538462
05.558;05.557;0.212307692307692
05.558;05.558;0
05.558;05.559;0.166153846153846
05.558;05.560;0.169230769230769
05.558;05.561;0.178461538461538
05.558;05.562;0.153846153846154
05.558;05.563;0.306153846153846
05.558;05.564;0.173846153846154
05.558;05.565;0.166153846153846
05.558;05.566;0.155384615384615
05.558;05.567;0.16
05.558;05.568;0.1
05.558;05.569;0.126153846153846
05.558;05.570;0.496923076923077
05.558;05.571;0.146153846153846
05.558;05.572;0.235384615384615
05.558;05.573;0.201538461538462
05.558;05.574;0
05.558;05.575;0.390769230769231
05.558;05.576;0
05.558;05.577;0.226153846153846
05.558;05.578;0.18
05.558;05.579;0
05.558;05.580;0.112307692307692
05.558;05.581;0
05.558;05.582;0.126153846153846
05.558;05.583;0
05.558;05.584;0.149230769230769
05.558;05.585;0.0830769230769231
05.558;05.586;0
05.558;05.587;0
05.558;05.588;0.173846153846154
05.558;05.589;0.295384615384615
05.558;05.590;0.167692307692308
05.558;05.591;0
05.558;05.592;0
05.558;05.593;0.150769230769231
05.558;05.594;0.170769230769231
05.558;05.595;0.172307692307692
05.558;05.596;0.170769230769231
05.558;05.597;0
05.558;05.598;0
05.558;05.599;0
05.558;05.600;0.170769230769231
05.558;05.601;0
05.558;05.604;0.390769230769231
05.558;05.607;0.167692307692308
05.558;05.611;0.169230769230769
05.558;05.613;0.18
05.558;05.614;0.403076923076923
05.558;05.615;0
05.558;05.616;0
05.558;22.400;0.173846153846154
05.559;05.554;0.156923076923077
05.559;05.555;0.146153846153846
05.559;05.556;0.12
05.559;05.557;0.172307692307692
05.559;05.558;0.166153846153846
05.559;05.559;0
05.559;05.560;0.147692307692308
05.559;05.561;0.147692307692308
05.559;05.562;0.129230769230769
05.559;05.563;0.261538461538462
05.559;05.564;0.141538461538462
05.559;05.565;0.143076923076923
05.559;05.566;0.136923076923077
05.559;05.567;0.14
05.559;05.568;0.0830769230769231
05.559;05.569;0.107692307692308
05.559;05.570;0.416923076923077
05.559;05.571;0.121538461538462
05.559;05.572;0.203076923076923
05.559;05.573;0.175384615384615
05.559;05.574;0
05.559;05.575;0.332307692307692
05.559;05.576;0
05.559;05.577;0.195384615384615
05.559;05.578;0.158461538461538
05.559;05.579;0
05.559;05.580;0.0953846153846154
05.559;05.581;0
05.559;05.582;0.110769230769231
05.559;05.583;0
05.559;05.584;0.127692307692308
05.559;05.585;0.08
05.559;05.586;0
05.559;05.587;0
05.559;05.588;0.147692307692308
05.559;05.589;0.253846153846154
05.559;05.590;0.144615384615385
05.559;05.591;0
05.559;05.592;0
05.559;05.593;0.130769230769231
05.559;05.594;0.146153846153846
05.559;05.595;0.147692307692308
05.559;05.596;0.141538461538462
05.559;05.597;0
05.559;05.598;0
05.559;05.599;0
05.559;05.600;0.146153846153846
05.559;05.601;0
05.559;05.604;0.318461538461538
05.559;05.607;0.143076923076923
05.559;05.611;0.146153846153846
05.559;05.613;0.147692307692308
05.559;05.614;0.34
05.559;05.615;0
05.559;05.616;0
05.559;22.400;0.147692307692308
05.560;05.554;0.16
05.560;05.555;0.149230769230769
05.560;05.556;0.123076923076923
05.560;05.557;0.175384615384615
05.560;05.558;0.169230769230769
05.560;05.559;0.147692307692308
05.560;05.560;0
05.560;05.561;0.150769230769231
05.560;05.562;0.129230769230769
05.560;05.563;0.267692307692308
05.560;05.564;0.144615384615385
05.560;05.565;0.146153846153846
05.560;05.566;0.14
05.560;05.567;0.14
05.560;05.568;0.0830769230769231
05.560;05.569;0.110769230769231
05.560;05.570;0.432307692307692
05.560;05.571;0.124615384615385
05.560;05.572;0.206153846153846
05.560;05.573;0.178461538461538
05.560;05.574;0
05.560;05.575;0.341538461538462
05.560;05.576;0
05.560;05.577;0.198461538461538
05.560;05.578;0.161538461538462
05.560;05.579;0
05.560;05.580;0.0984615384615385
05.560;05.581;0
05.560;05.582;0.113846153846154
05.560;05.583;0
05.560;05.584;0.127692307692308
05.560;05.585;0.0830769230769231
05.560;05.586;0
05.560;05.587;0
05.560;05.588;0.150769230769231
05.560;05.589;0.26
05.560;05.590;0.147692307692308
05.560;05.591;0
05.560;05.592;0
05.560;05.593;0.133846153846154
05.560;05.594;0.149230769230769
05.560;05.595;0.150769230769231
05.560;05.596;0.144615384615385
05.560;05.597;0
05.560;05.598;0
05.560;05.599;0
05.560;05.600;0.149230769230769
05.560;05.601;0
05.560;05.604;0.324615384615385
05.560;05.607;0.146153846153846
05.560;05.611;0.149230769230769
05.560;05.613;0.150769230769231
05.560;05.614;0.346153846153846
05.560;05.615;0
05.560;05.616;0
05.560;22.400;0.150769230769231
05.561;05.554;0.163076923076923
05.561;05.555;0.150769230769231
05.561;05.556;0.123076923076923
05.561;05.557;0.181538461538462
05.561;05.558;0.178461538461538
05.561;05.559;0.147692307692308
05.561;05.560;0.150769230769231
05.561;05.561;0
05.561;05.562;0.135384615384615
05.561;05.563;0.281538461538462
05.561;05.564;0.166153846153846
05.561;05.565;0.146153846153846
05.561;05.566;0.14
05.561;05.567;0.141538461538462
05.561;05.568;0.0830769230769231
05.561;05.569;0.110769230769231
05.561;05.570;0.441538461538461
05.561;05.571;0.14
05.561;05.572;0.207692307692308
05.561;05.573;0.178461538461538
05.561;05.574;0
05.561;05.575;0.347692307692308
05.561;05.576;0
05.561;05.577;0.198461538461538
05.561;05.578;0.161538461538462
05.561;05.579;0
05.561;05.580;0.0984615384615385
05.561;05.581;0
05.561;05.582;0.113846153846154
05.561;05.583;0
05.561;05.584;0.143076923076923
05.561;05.585;0.0830769230769231
05.561;05.586;0
05.561;05.587;0
05.561;05.588;0.167692307692308
05.561;05.589;0.272307692307692
05.561;05.590;0.149230769230769
05.561;05.591;0
05.561;05.592;0
05.561;05.593;0.149230769230769
05.561;05.594;0.152307692307692
05.561;05.595;0.166153846153846
05.561;05.596;0.163076923076923
05.561;05.597;0
05.561;05.598;0
05.561;05.599;0
05.561;05.600;0.161538461538462
05.561;05.601;0
05.561;05.604;0.367692307692308
05.561;05.607;0.156923076923077
05.561;05.611;0.150769230769231
05.561;05.613;0.172307692307692
05.561;05.614;0.381538461538462
05.561;05.615;0
05.561;05.616;0
05.561;22.400;0.167692307692308
05.562;05.554;0.138461538461538
05.562;05.555;0.136923076923077
05.562;05.556;0.109230769230769
05.562;05.557;0.16
05.562;05.558;0.153846153846154
05.562;05.559;0.129230769230769
05.562;05.560;0.129230769230769
05.562;05.561;0.135384615384615
05.562;05.562;0
05.562;05.563;0.235384615384615
05.562;05.564;0.130769230769231
05.562;05.565;0.132307692307692
05.562;05.566;0.118461538461538
05.562;05.567;0.12
05.562;05.568;0.0723076923076923
05.562;05.569;0.0969230769230769
05.562;05.570;0.381538461538462
05.562;05.571;0.103076923076923
05.562;05.572;0.187692307692308
05.562;05.573;0.161538461538462
05.562;05.574;0
05.562;05.575;0.303076923076923
05.562;05.576;0
05.562;05.577;0.183076923076923
05.562;05.578;0.146153846153846
05.562;05.579;0
05.562;05.580;0.0923076923076923
05.562;05.581;0
05.562;05.582;0.101538461538462
05.562;05.583;0
05.562;05.584;0.116923076923077
05.562;05.585;0.0692307692307692
05.562;05.586;0
05.562;05.587;0
